id,created_at,text,lang,coordinates_type,coordinates_lat,coordinates_lon,place_id,place_name,place_country_code,retweet_count,favorite_count,_search_string,_search_loc_lat,_search_loc_lon,_search_loc_range,label,sentiment_classifier_score
Thu Feb 14 17:32:16 +0000 2019,507855677,@1YoungWrenny @Saycheese_Media I mean they was robbing 69 they probably used some of that money LMFAO,en,None,None,None,1a27537478dd8e38,None,ES,0,2,robbing,41.3851,2.1734,3,NEG,0.016
Thu Feb 14 17:32:16 +0000 2019,507855677,@1YoungWrenny @Saycheese_Media I mean they was robbing 69 they probably used some of that money LMFAO,en,None,None,None,1a27537478dd8e38,None,ES,0,2,robbing,41.3851,2.1734,3,NEG,0.016
