CODI_CAPA,CAPA_GENERICA,NOM_CAPA,ED50_COORD_X,ED50_COORD_Y,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD,EQUIPAMENT,DISTRICTE,BARRI,NOM_DISTRICTE,NOM_BARRI,ADRECA,TELEFON,counter_NEG,counter_POS,nor_counter_NEG,nor_counter_POS
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431251.378,4584914.19,431159.44,4584713.231000002,2.176324,41.41102100000001,METRO (L5) - SANT PAU-DOS DE MAIG-,2.0,6.0,Eixample,la Sagrada FamÃ­lia,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428075.694,4580969.707,427983.784,4580768.785,2.138801,41.375217,METRO (L1) - PLAÃ‡A DE SANTS (C. de Sants)-,3.0,18.0,Sants-MontjuÃ¯c,Sants,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429248.257,4583660.389,429156.33700000006,4583459.442,2.152507,41.399554,"FGC (L6,L7) - GRÃ€CIA-",6.0,31.0,GrÃ cia,la Vila de GrÃ cia,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,426349.246,4582163.058,426257.352,4581962.126,2.118013,41.385808,METRO (L3) - PALAU REIAL (Av. Diagonal)-,4.0,20.0,Les Corts,la Maternitat i Sant Ramon,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433930.0,4584543.0,433838.037,4584342.0430000005,2.208411,41.40790300000001,METRO (L4) - SELVA DE MAR (C. de ProvenÃ§als)-,10.0,69.0,Sant MartÃ­,Diagonal Mar i el Front MarÃ­tim del Poblenou,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430614.64700000006,4587091.031,430522.715,4586890.052,2.168457,41.430572,METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-,8.0,46.0,Nou Barris,el TurÃ³ de la Peira,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,420923.21,4581503.09,420831.366,4581302.165,2.05321,41.379349,Tramvia (T3) - SANT FELIU/CONSELL COMARCAL-,,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,433503.312,4584495.592,433411.353,4584294.636,2.203312,41.40744,TRAMVIA (T4) - FLUVIÃ€-,10.0,71.0,Sant MartÃ­,ProvenÃ§als del Poblenou,,,0,0,0,0
K009,Transports i serveis relacionats,Funicular,425811.778,4584757.393,425719.89,4584556.437,2.111267,41.409124,Funicular VALLVIDRERA - inferior-,5.0,23.0,SarriÃ -Sant Gervasi,SarriÃ ,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,431838.563,4587111.63,431746.62,4586910.65,2.183101,41.430862,RENFE - SANT ANDREU ARENAL-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,436456.485,4588593.828,436364.5,4588392.8330000015,2.23821,41.444591,METRO (L2) - PEP VENTURA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432002.066,4581759.788,431910.12,4581558.858,2.18566,41.382674,METRO (L4) - BARCELONETA-,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433784.203,4586327.305,433692.242,4586126.332,2.206472,41.423961,METRO (L4) - LA PAU-,10.0,73.0,Sant MartÃ­,la Verneda i la Pau,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431379.826,4586383.938,431287.8870000001,4586182.965,2.177694,41.424269,METRO (L4) - MARAGALL-,9.0,62.0,Sant Andreu,el CongrÃ©s i els Indians,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433490.884,4584051.573,433398.925,4583850.621,2.203212,41.40344,METRO (L4) - POBLENOU-,10.0,68.0,Sant MartÃ­,el Poblenou,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427060.814,4582391.704,426968.914,4582190.768999998,2.126495,41.387932,METRO (L3) - MARIA CRISTINA (Av. Diagonal)-,4.0,20.0,Les Corts,la Maternitat i Sant Ramon,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,430305.812,4582796.969,430213.882,4582596.029,2.1652560000000003,41.39187,RENFE - PASSEIG DE GRÃ€CIA-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,430640.301,4582313.623,430548.367,4582112.688,2.169312,41.387546,RENFE - CATALUNYA-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,432276.02,4584790.649,432184.072,4584589.69,2.188597,41.409995,RENFE - CLOT-,10.0,65.0,Sant MartÃ­,el Clot,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,431986.075,4581932.911,431894.129,4581731.978999998,2.185449,41.384232,RENFE - DE FRANÃ‡A-,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,423792.408,4581155.468,423700.537,4580954.546,2.0875630000000003,41.376495,"TRAMVIA (T1,T2,T3) - PONT D'ESPLUGUES-",,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,421974.72,4578976.831,421882.866,4578775.929,2.066109,41.356699,"TRAMVIA (T1,T2) - LES AIGÃœES-",,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,436535.338,4588671.231000002,436443.352,4588470.235,2.239146,41.445295,METRO (L2) - PEP VENTURA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430958.318,4582414.33,430866.382,4582213.393999998,2.173104,41.388481,METRO (L4) - URQUINAONA-,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",,,141,13,91,9
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430593.509,4583715.68,430501.576,4583514.732,2.168592,41.40017,METRO (L4) - VERDAGUER-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,434077.168,4587001.335,433985.204,4586800.355,2.209904,41.430056,METRO (L2) - VERNEDA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,426361.7,4581050.761,426269.806,4580849.839,2.118297,41.375791,METRO (L5) - COLLBLANC-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,426595.677,4581022.672,426503.78,4580821.75,2.121098,41.37556,METRO (L5) - COLLBLANC-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431107.105,4585467.956,431015.168,4585266.992,2.174535,41.415996,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÃ“-,7.0,35.0,Horta-GuinardÃ³,el GuinardÃ³,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431869.133,4587141.985,431777.19,4586941.005,2.183464,41.431138,METRO (L1) - FABRA I PUIG (Av. Meridiana)-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432155.06,4584001.938999998,432063.113,4583800.988,2.187238,41.402882,METRO (L1) - GLÃ’RIES (Pl. de les GlÃ²ries Catalanes)-,10.0,66.0,Sant MartÃ­,el Parc i la Llacuna del Poblenou,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431805.519,4589157.462,431713.5770000001,4588956.463,2.182475,41.449285,"METRO (L4,L11) - TRINITAT NOVA-",8.0,53.0,Nou Barris,la Trinitat Nova,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427007.141,4581011.351,426915.241,4580810.429,2.126019,41.375495,METRO (L5) - BADAL (C. Carreras i Candi)-,3.0,17.0,Sants-MontjuÃ¯c,Sants - Badal,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429794.476,4583097.84,429702.55,4582896.898,2.159106,41.394536,METRO (L5) - DIAGONAL (C. del RossellÃ³)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,419347.693,4579117.936000002,419255.863,4578917.034,2.034689,41.357711,FGC (L8) - MOLÃ NOU-CIUTAT COOPERATIVA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430137.55,4581368.449,430045.621,4581167.523,2.163409,41.37899,METRO (L2) - SANT ANTONI (Rda. Sant Antoni)-,1.0,1.0,Ciutat Vella,el Raval,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430981.696,4582516.355,430889.759,4582315.4180000005,2.173372,41.389401,METRO (L1) - URQUINAONA (Pl. d'Urquinaona)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,141,13,91,9
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428479.622,4584065.28,428387.709,4583864.329,2.143265,41.403133,FGC (L7) - PADUA-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431089.1370000001,4583095.217,430997.2,4582894.275,2.174591,41.394624,METRO (L2) - TETUAN-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433802.24,4586312.21,433710.278,4586111.237,2.206689,41.423827,METRO (L2) - LA PAU-,10.0,73.0,Sant MartÃ­,la Verneda i la Pau,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,420052.849,4578048.029,419961.0120000001,4577847.136,2.043259,41.348145,FGC (L8) - SANT BOI-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428146.731,4584356.984,428054.821,4584156.031,2.139248,41.405731,FGC (L7) - EL PUTXET-,5.0,27.0,SarriÃ -Sant Gervasi,el Putxet i el FarrÃ³,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),427824.633,4583461.639,427732.726,4583260.694,2.135502,41.397638,FGC - BONANOVA-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,432544.669,4582298.819,432452.718,4582097.883,2.192089,41.387575,TRAMVIA (T4) - CIUTADELLA-VILA OLÃMPICA-,10.0,67.0,Sant MartÃ­,la Vila OlÃ­mpica del Poblenou,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,421327.15,4579790.91,421235.302,4579590.001,2.058263,41.363968,"TRAMVIA (T1,T2) - BON VIATGE-",,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,421688.768,4580185.9,421596.916,4579984.987,2.062535,41.36756,TRAMVIA (T2) - LA FONTSANTA-,,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,427725.933,4585291.588,427634.027,4585090.626,2.134102,41.41411,TRAMVIA BLAU - AV. TIBIDABO (Rda. de Dalt-Bosch i Alsina)-,5.0,25.0,SarriÃ -Sant Gervasi,Sant Gervasi - la Bonanova,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427950.667,4581010.241,427858.758,4580809.319,2.137301,41.37557,METRO (L1) - PLAÃ‡A DE SANTS (C. de Sants)-,3.0,18.0,Sants-MontjuÃ¯c,Sants,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,426274.529,4578783.125,426182.635,4578582.2239999985,2.117531,41.35536,FGC (L8) - GORNAL-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432508.438,4587723.86,432416.489,4587522.874,2.19105,41.436433,METRO (L1) - SANT ANDREU (Pl. d'Orfila)-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432160.281,4584884.212,432068.334,4584683.2530000005,2.187202,41.410828,METRO (L1) - CLOT (C. de ValÃ¨ncia)-,10.0,65.0,Sant MartÃ­,el Clot,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,424865.261,4579723.011,424773.38,4579522.102,2.100569,41.363695,METRO (L1) - RAMBLA JUST OLIVERAS-,,,,,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),429175.608,4583674.947,429083.688,4583474.0,2.151636,41.399679,FGC - GRÃ€CIA (C. de MariÃ  CubÃ­)-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K008,Transports i serveis relacionats,EstaciÃ³ marÃ­tima,430992.228,4579730.892,430900.29,4579529.981000002,2.1738150000000003,41.36431500000001,EstaciÃ³ MarÃ­tima Grimaldi Lines,3.0,12.0,Sants-MontjuÃ¯c,la Marina del Prat Vermell,"Moll Costa, 1",902531333,0,0,0,0
K003,Transports i serveis relacionats,RENFE,428972.719,4593965.938,428880.804,4593764.896000002,2.147997,41.492347,RENFE - CERDANYOLA DEL VALLÃˆS-,,,,,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),426908.77200000006,4583660.942,426816.873,4583459.995,2.124523,41.39935,FGC - SARRIÃ€-,5.0,23.0,SarriÃ -Sant Gervasi,SarriÃ ,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),427363.016,4579441.732,427271.112,4579240.824,2.130463,41.361391,FGC - ILDEFONS CERDÃ€-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429838.315,4580944.66,429746.388,4580743.738,2.15988,41.375147,METRO (L3) - POBLE SEC-,2.0,10.0,Eixample,Sant Antoni,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,435361.902,4586703.06,435269.926,4586502.0830000015,2.22531,41.427474,TRAMVIA (T5) - SANT JOAN BAPTISTA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,434663.29,4585277.16,434571.32,4585076.196,2.217105,41.414575,METRO (L4) - BESÃ’S MAR (C. d'Alfons el MagnÃ nim)-,10.0,70.0,Sant MartÃ­,el BesÃ²s i el Maresme,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),427013.72,4583570.427,426921.82,4583369.481000002,2.125789,41.398544,FGC - SARRIÃ€-,5.0,24.0,SarriÃ -Sant Gervasi,les Tres Torres,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430656.711,4582322.209,430564.777,4582121.274,2.169507,41.387625,METRO (L1) - CATALUNYA-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430862.591,4590639.868,430770.658,4590438.856000002,2.171017,41.462556,METRO (L11) - CAN CUIÃ€S (C. CircumvalÂ·laciÃ³ - Montcada)-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430274.388,4582876.126,430182.458,4582675.186000002,2.164871,41.392581,METRO (L3) - PASSEIG DE GRÃ€CIA (Pg. de GrÃ cia)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429671.428,4582968.673,429579.504,4582767.732,2.157649,41.393362,"FGC (L6,L7) - PROVENÃ‡A (C. del RossellÃ²)-",2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427978.275,4584857.903,427886.367,4584656.945,2.137173,41.410227,FGC (L7) - AVINGUDA DEL TIBIDABO-,5.0,25.0,SarriÃ -Sant Gervasi,Sant Gervasi - la Bonanova,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430662.379,4582124.25,430570.445,4581923.317,2.169598,41.385842,"FGC (L6,L7) - CATALUNYA (C. de Pelai)-",2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431099.282,4585510.4180000005,431007.345,4585309.453,2.174437,41.416378,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÃ“ (C. Sant QuintÃ­)-,7.0,35.0,Horta-GuinardÃ³,el GuinardÃ³,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),430662.379,4582124.25,430570.445,4581923.317,2.169598,41.385842,FGC - CATALUNYA (C. de Pelai)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),428440.55,4583604.062,428348.6370000001,4583403.116,2.142852,41.398976,FGC - MUNTANER-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),429248.257,4583660.389,429156.33700000006,4583459.442,2.152507,41.399554,FGC - GRÃ€CIA-,6.0,31.0,GrÃ cia,la Vila de GrÃ cia,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,425716.518,4580250.095,425624.629,4580049.18,2.110681,41.368521,METRO (L1) - FLORIDA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,434826.172,4589386.092,434734.2020000001,4589185.09,2.21861,41.451596,METRO (L1) - FONDO-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430205.007,4582017.752,430113.0770000001,4581816.82,2.16414,41.384844,METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-,1.0,1.0,Ciutat Vella,el Raval,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430659.636,4582071.362,430567.7020000001,4581870.429,2.169571,41.385366,METRO (L3) - CATALUNYA (C. de Pelai)-,1.0,1.0,Ciutat Vella,el Raval,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428868.355,4587625.771000002,428776.439,4587424.787,2.147496,41.435235,METRO (L3) - MUNDET-,7.0,40.0,Horta-GuinardÃ³,Montbau,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430168.298,4582037.765,430076.369,4581836.8330000015,2.1636990000000003,41.385021,METRO (L2) - UNIVERSITAT (C. d'Aribau)-,2.0,10.0,Eixample,Sant Antoni,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429010.086,4584390.639,428918.168,4584189.685,2.149572,41.40611,METRO (L3) - LESSEPS (Rda. Gral. Mitre)-,5.0,27.0,SarriÃ -Sant Gervasi,el Putxet i el FarrÃ³,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,426337.621,4582197.391,426245.727,4581996.4580000015,2.117869,41.386116,METRO (L3) - PALAU REIAL (Av. Diagonal)-,4.0,21.0,Les Corts,Pedralbes,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429708.402,4581713.024,429616.477,4581512.095,2.158237,41.382056,METRO (L1) - URGELL (Gv. Corts Catalanes)-,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429802.129,4587014.385,429710.205,4586813.407,2.158742,41.429811,METRO (L5) - HORTA (Bda. de la Plana)-,7.0,43.0,Horta-GuinardÃ³,Horta,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428121.85,4581466.9339999985,428029.939,4581266.007,2.139294,41.379699,METRO (L5) - SANTS ESTACIÃ“-,3.0,18.0,Sants-MontjuÃ¯c,Sants,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431128.059,4587075.507,431036.122,4586874.528,2.174603,41.430476,METRO (L5) - VIRREI AMAT (C. del Doctor Pi i Molist)-,8.0,46.0,Nou Barris,el TurÃ³ de la Peira,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,434479.089,4584807.553,434387.121,4584606.594,2.2149520000000003,41.41033,TRAMVIA (T4) - DIAGONAL MAR-,10.0,69.0,Sant MartÃ­,Diagonal Mar i el Front MarÃ­tim del Poblenou,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429026.101,4580916.949,428934.182,4580716.027,2.150171,41.374826,METRO (L3) - ESPANYA (Av. del Paral.lel)-,3.0,11.0,Sants-MontjuÃ¯c,el Poble-sec,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430655.351,4582316.135,430563.417,4582115.2,2.169492,41.38757,METRO (L1) - CATALUNYA (Pl. de Catalunya)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,434110.5,4588576.5,434018.536,4588375.506,2.210131,41.444246,METRO (L9) - CAN PEIXAUET-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431039.509,4584149.642,430947.572,4583948.69,2.173877,41.404117,METRO (L5) - SAGRADA FAMÃLIA-,2.0,6.0,Eixample,la Sagrada FamÃ­lia,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430354.066,4588325.865,430262.1370000001,4588124.874,2.165196,41.441671,METRO (L3) - CANYELLES (Federico GarcÃ­a Lorca)-,8.0,49.0,Nou Barris,Canyelles,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,432234.006,4582615.201,432142.058,4582414.263,2.188338,41.390398,TRAMVIA (T4) - WELLINGTON-,10.0,67.0,Sant MartÃ­,la Vila OlÃ­mpica del Poblenou,,,28,4,18,82
K011,Transports i serveis relacionats,Tramvia,427326.83700000006,4585442.198,427234.935,4585241.235,2.129309,41.415431,TRAMVIA BLAU - AV. TIBIDABO (Parc Municipal Font RacÃ³ - Tornada)-,5.0,25.0,SarriÃ -Sant Gervasi,Sant Gervasi - la Bonanova,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,433612.784,4585484.703,433520.824,4585283.738,2.204513,41.416358,"TRAMVIA (T5, T6) - SANT MARTÃ DE PROVENÃ‡ALS-",10.0,71.0,Sant MartÃ­,ProvenÃ§als del Poblenou,,,0,0,0,0
K010,Transports i serveis relacionats,TelefÃ¨ric,432181.11,4580710.022,432089.162,4580509.101,2.187919,41.373235,Transbordador del Port - Sant SebastiÃ -,1.0,3.0,Ciutat Vella,la Barceloneta,,,0,0,0,0
K010,Transports i serveis relacionats,TelefÃ¨ric,430889.298,4580476.289,430797.362,4580275.371,2.1725,41.371019,Transbordador del Port - Miramar-,3.0,11.0,Sants-MontjuÃ¯c,el Poble-sec,,,0,0,0,0
K009,Transports i serveis relacionats,Funicular,426504.9,4586099.994,426413.006,4585899.025,2.119395,41.42128,Funicular TIBIDABO - superior-,5.0,22.0,SarriÃ -Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",,,0,0,0,0
K008,Transports i serveis relacionats,EstaciÃ³ marÃ­tima,431822.551,4580890.252,431730.606,4580689.33,2.183611,41.374828,Terminal MarÃ­tima MaremÃ gnum-,,,,,,,0,0,0,0
K008,Transports i serveis relacionats,EstaciÃ³ marÃ­tima,431409.179,4580785.638,431317.238,4580584.717,2.178681,41.37385,EstaciÃ³ MarÃ­tima DRASSANES-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,425416.909,4580782.723,425325.023,4580581.804,2.1070330000000004,41.37329,METRO (L5) - PUBILLA CASES-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431708.725,4585388.887,431616.783,4585187.923,2.181742,41.415335,METRO (L5) - CAMP DE L'ARPA (C. de la IndÃºstria)-,10.0,64.0,Sant MartÃ­,el Camp de l'Arpa del Clot,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430701.916,4582089.332,430609.982,4581888.399,2.170075,41.385531,METRO (L3) - CATALUNYA (la Rambla)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,141,13,91,9
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428694.674,4582047.731000002,428602.758,4581846.799,2.146075,41.384981,METRO (L5) - ENTENÃ‡A (C. de Rocafort)-,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430159.221,4584425.246,430067.293,4584224.291,2.1633150000000003,41.406523,METRO (L4) - JOANIC-,6.0,32.0,GrÃ cia,el Camp d'en Grassot i GrÃ cia Nova,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430305.018,4582835.423,430213.088,4582634.483,2.165242,41.392217,METRO (L3) - PASSEIG DE GRÃ€CIA (C. d'AragÃ³)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430925.285,4581664.301,430833.349,4581463.372,2.172794,41.381722,METRO (L3) - LICEU (La Rambla)-,1.0,1.0,Ciutat Vella,el Raval,,,141,13,91,9
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430744.588,4580928.433,430652.653,4580727.511,2.170718,41.375079,METRO (L3) - PARALÂ·LEL-,1.0,1.0,Ciutat Vella,el Raval,,,0,0,0,0
K004,Transports i serveis relacionats,Tren a l'aeroport,426100.715,4578674.6910000015,426008.822,4578473.791,2.115466,41.354367,Tren AEROPORT - BELLVITGE-,,,,,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,421504.368,4580310.127,421412.518,4580109.213,2.060314,41.368661,RENFE - ST. JOAN DESPÃ-,,,,,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,432066.693,4593040.907,431974.749,4592839.872,2.185163,41.484284,RENFE - MONTCADA I REIXAC-MANRESA-,,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,427892.861,4582668.993,427800.953,4582468.055,2.136412,41.390505,"TRAMVIA (T1,T2,T3) - L'ILLA-",4.0,19.0,Les Corts,les Corts,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431045.39200000005,4582311.742,430953.455,4582110.807,2.174157,41.38756400000001,METRO (L4) - URQUINAONA (Via Laietana)-,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",,,141,13,91,9
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432915.531,4585406.352,432823.5770000001,4585205.388,2.196179,41.415594,METRO (L2) - BAC DE RODA (Rambla GuipÃºscoa)-,10.0,72.0,Sant MartÃ­,Sant MartÃ­ de ProvenÃ§als,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428654.85,4581989.642,428562.935,4581788.71,2.1456060000000003,41.384454,METRO (L5) - ENTENÃ‡A-,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample,,,0,0,0,0
